
time;gFx;gFy;gFz;ax;ay;az;wx;wy;wz;p;Bx;By;Bz;
19:07:54:525;0,3862;0,4549;0,6955;-0,5118;-0,3938;-0,5435;-0,2388;-0,9548;0,0611;987,7776;-39,7200;-18,7800;-23,8200;
19:07:54:535;0,3862;0,4549;0,6955;-0,5118;-0,3938;-0,5435;-0,2773;-0,9084;0,0629;987,7776;-39,7200;-18,7800;-23,8200;
19:07:54:545;0,3862;0,4549;0,6955;-0,5118;-0,3938;-0,5435;-0,2773;-0,7770;0,0421;987,7776;-39,7200;-18,7800;-23,8200;
19:07:54:555;0,3862;0,4549;0,6955;-0,5118;-0,3938;-0,5435;-0,2382;-0,6420;0,0275;987,7776;-39,7200;-18,7800;-23,8200;
19:07:54:565;0,3862;0,4549;0,6955;-0,5118;-0,3938;-0,5435;-0,1894;-0,4850;0,0367;987,7776;-39,7200;-18,7800;-23,8200;
19:07:54:575;0,3862;0,4549;0,6955;-0,5118;-0,3938;-0,5435;-0,1527;-0,3256;0,0305;987,7776;-39,7200;-18,7800;-23,8200;
19:07:54:585;0,3862;0,4549;0,6955;-0,5118;-0,3938;-0,5435;-0,1417;-0,1210;0,0220;987,7776;-39,7200;-18,7800;-23,8200;
19:07:54:595;0,3862;0,4549;0,6955;-0,5118;-0,3938;-0,5435;-0,1759;0,1136;0,0159;987,7776;-39,7200;-18,7800;-23,8200;
19:07:54:605;0,3862;0,4549;0,6955;-0,5118;-0,3938;-0,5435;-0,2187;0,3415;0,0342;987,7776;-39,7200;-18,7800;-23,8200;
19:07:54:615;0,3862;0,4549;0,6955;-0,5118;-0,3938;-0,5435;-0,2926;0,4588;0,0550;987,7776;-39,7200;-18,7800;-23,8200;
19:07:54:625;0,3862;0,4549;0,6955;-0,5118;-0,3938;-0,5435;-0,3549;0,4673;0,0635;987,7776;-39,7200;-18,7800;-23,8200;
19:07:54:636;0,3862;0,4549;0,6955;-0,5118;-0,3938;-0,5435;-0,3549;0,4673;0,0635;987,7776;-39,7800;-18,6000;-23,6400;
19:07:54:638;0,3862;0,4549;0,6955;-0,5118;-0,3938;-0,5435;-0,3549;0,4673;0,0635;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:640;0,3862;0,4549;0,6955;-0,5118;-0,3938;-0,5435;-0,4197;0,4068;0,0733;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:641;0,4547;0,4278;0,6513;-0,5118;-0,3938;-0,5435;-0,4197;0,4068;0,0733;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:643;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;-0,4197;0,4068;0,0733;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:644;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;-0,4197;0,4068;0,0733;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:646;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;-0,4600;0,3421;0,0794;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:656;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;-0,4685;0,2083;0,0751;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:665;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;-0,4142;0,0782;0,0599;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:675;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;-0,3176;-0,0159;0,0232;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:684;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;-0,2120;-0,1301;0,0000;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:694;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;-0,1399;-0,2236;0,0006;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:704;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;-0,1130;-0,2871;0,0104;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:714;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;-0,1173;-0,2865;0,0122;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:724;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;-0,1552;-0,2260;0,0147;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:734;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;-0,1973;-0,1662;0,0232;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:744;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;-0,2382;-0,0867;0,0385;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:754;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;-0,2370;-0,0128;0,0593;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:764;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;-0,2059;0,0336;0,0739;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:775;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;-0,1289;0,0892;0,0837;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:786;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;-0,0446;0,1484;0,0397;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:796;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;0,0232;0,1613;0,0024;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:806;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;0,0593;0,1264;0,0043;987,7839;-39,7800;-18,6000;-23,6400;
19:07:54:817;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;0,0593;0,1264;0,0043;987,7839;-40,3800;-18,7200;-23,2200;
19:07:54:819;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;0,0593;0,1264;0,0043;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:820;0,4547;0,4278;0,6513;-0,3055;-0,3864;-0,8654;0,0721;0,0996;0,0183;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:821;0,4820;0,4185;0,7586;-0,3055;-0,3864;-0,8654;0,0721;0,0996;0,0183;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:822;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;0,0721;0,0996;0,0183;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:823;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;0,0721;0,0996;0,0183;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:825;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;0,0611;0,0959;0,0153;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:836;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;0,0507;0,0702;0,0073;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:846;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;0,0513;0,0269;-0,0159;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:855;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;0,0428;0,0202;-0,0360;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:866;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;0,0409;0,0623;-0,0312;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:876;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;0,0128;0,1521;-0,0110;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:886;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;-0,3140;0,9096;-0,0140;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:896;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;0,0666;0,6982;0,0415;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:905;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;0,0373;0,3708;0,0544;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:917;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;-0,0831;0,1521;0,0250;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:927;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;-0,0996;0,1515;0,0428;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:937;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;-0,2407;0,0800;0,0953;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:947;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;-0,2596;0,0641;0,0880;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:957;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;-0,2468;0,0299;0,0880;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:967;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;-0,2169;0,0556;0,0886;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:977;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;-0,1545;0,1662;0,0648;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:987;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;-0,0855;0,3225;0,0244;987,7910;-40,3800;-18,7200;-23,2200;
19:07:54:998;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;-0,0855;0,3225;0,0244;987,7910;-40,6200;-18,0000;-23,1600;
19:07:55:000;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;-0,0855;0,3225;0,0244;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:001;0,4820;0,4185;0,7586;-0,0551;-0,1654;0,0092;-0,0727;0,5962;0,0153;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:002;0,4705;0,4065;0,8409;-0,0551;-0,1654;0,0092;-0,0727;0,5962;0,0153;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:004;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-0,0727;0,5962;0,0153;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:005;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-0,0727;0,5962;0,0153;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:007;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-0,1185;0,8760;0,0672;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:017;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-0,1436;1,4074;0,2120;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:027;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-0,1863;1,6347;0,3244;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:037;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-0,2669;1,6109;0,4111;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:047;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-0,3781;1,5278;0,4746;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:057;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-0,5351;1,5730;0,6390;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:067;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-0,7294;1,5999;0,6927;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:077;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-0,9004;1,5693;0,6805;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:087;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-1,0305;1,5443;0,7104;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:097;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-1,0831;1,5333;0,7953;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:107;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-1,1270;1,3415;0,9071;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:117;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-1,1325;0,9664;0,8699;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:127;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-0,9322;0,8241;0,6738;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:137;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-0,6970;0,6909;0,5339;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:147;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-0,4074;0,4814;0,3140;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:157;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;-0,0550;0,4007;0,1100;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:167;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;0,2315;0,4013;0,0373;987,7991;-40,6200;-18,0000;-23,1600;
19:07:55:178;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;0,2315;0,4013;0,0373;987,7991;-40,7400;-17,2200;-23,8800;
19:07:55:180;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;0,2315;0,4013;0,0373;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:181;0,4705;0,4065;0,8409;0,0791;-0,1398;0,5842;0,4496;0,3305;0,0922;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:182;0,3638;0,3039;0,9017;0,0791;-0,1398;0,5842;0,4496;0,3305;0,0922;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:183;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;0,4496;0,3305;0,0922;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:185;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;0,4496;0,3305;0,0922;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:187;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;0,5156;0,1961;0,2132;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:197;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;0,4331;0,1045;0,4270;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:207;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;0,1472;0,1521;0,6353;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:217;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;-0,1594;0,3036;0,7233;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:227;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;-0,3989;0,4753;0,7159;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:237;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;-0,6121;0,6872;0,6726;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:247;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;-0,7941;1,0128;0,6603;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:257;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;-0,9114;1,4166;0,6805;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:267;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;-0,8882;1,9230;0,6579;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:277;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;-0,7764;2,3323;0,7055;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:287;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;-0,6817;2,5449;0,8320;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:297;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;-0,6774;2,6237;1,0556;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:307;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;-0,6884;2,6548;1,2138;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:317;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;-0,7019;2,5577;1,3292;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:327;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;-0,8754;2,3824;1,4068;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:337;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;-1,3384;1,6487;1,3806;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:347;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;-1,7959;1,4594;1,2761;987,8105;-40,7400;-17,2200;-23,8800;
19:07:55:358;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;-1,7959;1,4594;1,2761;987,8105;-39,9600;-15,4200;-26,2800;
19:07:55:360;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;-1,7959;1,4594;1,2761;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:361;0,3638;0,3039;0,9017;0,3184;-0,0602;0,0964;-2,3439;1,9047;1,1307;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:362;0,1427;0,3621;0,6936;0,3184;-0,0602;0,0964;-2,3439;1,9047;1,1307;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:365;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-2,3439;1,9047;1,1307;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:367;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-2,3439;1,9047;1,1307;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:368;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-2,8210;2,4209;1,0128;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:377;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-3,3866;2,8014;0,8925;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:387;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-3,6243;4,2315;0,7734;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:397;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-3,8399;5,2009;0,6982;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:407;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-3,9254;4,2974;0,5516;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:417;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-3,7727;3,1148;0,3952;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:427;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-3,4923;1,7049;0,2303;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:437;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-2,9150;1,0275;0,1521;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:447;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-2,0861;1,0611;0,0837;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:457;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-1,2669;1,4404;0,0061;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:467;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-0,6994;1,6756;-0,0702;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:477;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-0,3525;1,3189;-0,1802;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:487;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-0,1527;0,6707;-0,3079;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:497;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-0,0373;0,2120;-0,3574;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:507;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-0,0214;0,0983;-0,3097;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:517;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-0,0825;0,1955;-0,1888;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:527;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-0,2046;0,3671;-0,0648;987,8044;-39,9600;-15,4200;-26,2800;
19:07:55:539;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-0,2046;0,3671;-0,0648;987,8044;-36,4800;-10,9200;-31,5600;
19:07:55:540;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-0,2046;0,3671;-0,0648;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:542;0,1427;0,3621;0,6936;-0,3098;0,8945;-2,4878;-0,3690;0,5394;0,0305;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:543;-0,2013;-0,2270;1,0183;-0,3098;0,8945;-2,4878;-0,3690;0,5394;0,0305;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:544;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;-0,3690;0,5394;0,0305;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:546;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;-0,3690;0,5394;0,0305;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:547;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;-0,4759;0,5528;0,0147;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:557;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;-0,5266;0,5296;-0,1582;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:567;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;-0,1075;0,4019;-0,4954;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:577;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;0,2004;0,2755;-0,9126;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:587;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;0,5504;0,2340;-1,3427;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:597;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;0,9786;0,0892;-1,6689;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:607;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;1,4337;-0,0599;-1,8815;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:617;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;1,8833;-0,1961;-1,9529;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:627;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;0,9707;-0,3653;-1,7202;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:637;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;0,4667;0,0238;-1,3384;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:647;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;-0,2279;0,6255;-0,9597;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:657;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;-0,8564;1,3506;-0,7709;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:667;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;-1,4209;1,9438;-0,6646;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:677;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;-1,9145;2,9835;-0,6493;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:687;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;-2,2407;4,2974;-0,7672;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:697;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;-2,4716;5,4850;-0,8210;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:707;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;-2,7782;5,9022;-0,8766;987,8235;-36,4800;-10,9200;-31,5600;
19:07:55:718;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;-2,7782;5,9022;-0,8766;987,8235;-29,5200;-3,0000;-37,3800;
19:07:55:720;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;-2,7782;5,9022;-0,8766;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:721;-0,2013;-0,2270;1,0183;-0,5612;-1,4065;0,3090;-3,0409;6,0659;-0,9352;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:722;-0,2978;-0,4854;0,7464;-0,5612;-1,4065;0,3090;-3,0409;6,0659;-0,9352;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:724;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;-3,0409;6,0659;-0,9352;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:725;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;-3,0409;6,0659;-0,9352;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:727;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;-3,0946;6,5705;-0,8998;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:737;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;-2,5626;6,5234;-0,7984;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:747;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;-2,2938;4,3927;-0,6878;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:757;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;-2,2046;1,7385;-0,3409;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:766;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;-2,0372;-0,1545;0,2535;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:777;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;-1,8118;-0,6787;0,5828;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:786;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;-1,5656;-0,1875;0,5034;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:797;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;-1,4288;0,1155;0,0690;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:806;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;-1,4765;0,0348;-0,5327;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:816;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;-1,6701;0,1808;-0,9517;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:827;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;-1,6218;0,9456;-1,1900;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:837;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;-0,9517;2,1515;-1,3946;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:847;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;-0,1161;2,6139;-1,4991;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:857;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;0,5754;1,8039;-1,3506;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:867;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;0,9536;0,3384;-1,0635;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:877;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;1,0611;-0,3525;-0,8711;987,9348;-29,5200;-3,0000;-37,3800;
19:07:55:887;-0,2978;-0,4854;0,7464;0,3760;-2,0931;-1,5298;0,8894;-0,1460;-0,7563;987,9348;-29,5200;-3,0000;-37,3800;
